County  Code,County  Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Candidate Surname,Candidate Other Names,Party Code,Political  Party Name,Abbreviation,Abbreviation Enhanced,Party Code Enhanced
43,Homa Bay,245,Kasipul,1221,West Kasipul,Onyango,Samuel Otieno,Ind,Independent,IND,IND_CAW1221_04,IND_CAW1221_04
43,Homa Bay,245,Kasipul,1221,West Kasipul,Osii,Joseph  Ouma,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,245,Kasipul,1222,South Kasipul,Omondi Abong,Lawrence  John Otieno,79,United Green Movement,UGM,UGM,79
43,Homa Bay,245,Kasipul,1222,South Kasipul,Ongondo,Zakayo Okuma,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,245,Kasipul,1222,South Kasipul,Osoo,Godfrey,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,245,Kasipul,1222,South Kasipul,Otieno,Richard,Ind,Independent,IND,IND_CAW1222_01,IND_CAW1222_01
43,Homa Bay,245,Kasipul,1222,South Kasipul,Owino,Thomas,Ind,Independent,IND,IND_CAW1222_02,IND_CAW1222_02
43,Homa Bay,245,Kasipul,1223,Central Kasipul,Komwanda,Ignatio Onyango,37,National Agenda Party Of Kenya,NAPK,NAPK,37
43,Homa Bay,245,Kasipul,1223,Central Kasipul,Nyakado,Thomas Tontone Oluoch,Ind,Independent,IND,IND_CAW1223_01,IND_CAW1223_01
43,Homa Bay,245,Kasipul,1223,Central Kasipul,Nyambune,Benson Omolo,Ind,Independent,IND,IND_CAW1223_02,IND_CAW1223_02
43,Homa Bay,245,Kasipul,1223,Central Kasipul,Obondo,Bob  Benard,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,245,Kasipul,1223,Central Kasipul,Olang,Zacharia Dianga,49,Federal Party Of Kenya,FPK,FPK,49
43,Homa Bay,245,Kasipul,1223,Central Kasipul,Owuor,Joab  Otieno,33,Kenya African National Union,KANU,KANU,33
43,Homa Bay,245,Kasipul,1224,East Kamagak,Ageng'A,Michael Odhiambo,Ind,Independent,IND,IND_CAW1224_01,IND_CAW1224_01
43,Homa Bay,245,Kasipul,1224,East Kamagak,Odhiambo,David  Oginga,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
43,Homa Bay,245,Kasipul,1224,East Kamagak,Okumu,Samwel Omondi,Ind,Independent,IND,IND_CAW1224_02,IND_CAW1224_02
43,Homa Bay,245,Kasipul,1224,East Kamagak,Ooro,Daniel  Okeyo,72,Movement For Democracy And Growth,MDG,MDG,72
43,Homa Bay,245,Kasipul,1224,East Kamagak,Oyugi,Dorine Aoko,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,245,Kasipul,1224,East Kamagak,Rapemo,Moses  Odoyo,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,245,Kasipul,1225,West Kamagak,Noah,Billy  Odhiambo,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,245,Kasipul,1225,West Kamagak,Nyanjong,Evans  Otieno,Ind,Independent,IND,IND_CAW1225_01,IND_CAW1225_01
43,Homa Bay,245,Kasipul,1225,West Kamagak,Obade,Joash  Omondi,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
43,Homa Bay,245,Kasipul,1225,West Kamagak,Okoth,Ouko  Tom,Ind,Independent,IND,IND_CAW1225_02,IND_CAW1225_02
43,Homa Bay,245,Kasipul,1225,West Kamagak,Oluoch,Timothy Ochieng,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,245,Kasipul,1225,West Kamagak,Ondiek,Isaya  Otieno,Ind,Independent,IND,IND_CAW1225_03,IND_CAW1225_03
43,Homa Bay,245,Kasipul,1225,West Kamagak,Opap,Isaya  Oyoo,Ind,Independent,IND,IND_CAW1225_04,IND_CAW1225_04
43,Homa Bay,246,Kabondo Kasipul,1226,Kabondo East,Arogo,Benedict Ouma,Ind,Independent,IND,IND_CAW1226_01,IND_CAW1226_01
43,Homa Bay,246,Kabondo Kasipul,1226,Kabondo East,Ayugi,Thomas Opiyo,Ind,Independent,IND,IND_CAW1226_02,IND_CAW1226_02
43,Homa Bay,246,Kabondo Kasipul,1226,Kabondo East,Kiage,Michael Adie,Ind,Independent,IND,IND_CAW1226_03,IND_CAW1226_03
43,Homa Bay,246,Kabondo Kasipul,1226,Kabondo East,Okumu,Curryian,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,246,Kabondo Kasipul,1226,Kabondo East,Oloo,Alice  Weke,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,246,Kabondo Kasipul,1226,Kabondo East,Osika,Vincent Ochieng,79,United Green Movement,UGM,UGM,79
43,Homa Bay,246,Kabondo Kasipul,1227,Kabondo West,Agwanda,George Ouma,79,United Green Movement,UGM,UGM,79
43,Homa Bay,246,Kabondo Kasipul,1227,Kabondo West,Andera,Nelson Omollo,Ind,Independent,IND,IND_CAW1227_01,IND_CAW1227_01
43,Homa Bay,246,Kabondo Kasipul,1227,Kabondo West,Mak'Aduol,Johannes Odhiambo Swa,80,Usawa Kwa Wote Party,USAWA,USAWA,80
43,Homa Bay,246,Kabondo Kasipul,1227,Kabondo West,Mbogo,Lilian  Akinyi,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,246,Kabondo Kasipul,1227,Kabondo West,Nyakomitta,Peter  Sungu,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,246,Kabondo Kasipul,1227,Kabondo West,Ojowi,Fredrick Ouma,13,Democratic Party Of Kenya,DP,DP,13
43,Homa Bay,246,Kabondo Kasipul,1227,Kabondo West,Onyisi,Grace  Adoyo,Ind,Independent,IND,IND_CAW1227_02,IND_CAW1227_02
43,Homa Bay,246,Kabondo Kasipul,1228,Kokwanyo/Kakelo,Adoyo,Samwel Juma,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,246,Kabondo Kasipul,1228,Kokwanyo/Kakelo,Mijondo,George Ochieng,Ind,Independent,IND,IND_CAW1228_01,IND_CAW1228_01
43,Homa Bay,246,Kabondo Kasipul,1228,Kokwanyo/Kakelo,Miruka,Paul  Barry,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,246,Kabondo Kasipul,1228,Kokwanyo/Kakelo,Ochieng',Bedan  Bernea,3,The Labour Party Of Kenya,LPK,LPK,3
43,Homa Bay,246,Kabondo Kasipul,1228,Kokwanyo/Kakelo,Ochola,Caleb  Otieno,Ind,Independent,IND,IND_CAW1228_02,IND_CAW1228_02
43,Homa Bay,246,Kabondo Kasipul,1228,Kokwanyo/Kakelo,Otieno,Mohamed Adullahi Omondi,Ind,Independent,IND,IND_CAW1228_03,IND_CAW1228_03
43,Homa Bay,246,Kabondo Kasipul,1228,Kokwanyo/Kakelo,Owuor,Jorim  Ogola,Ind,Independent,IND,IND_CAW1228_04,IND_CAW1228_04
43,Homa Bay,246,Kabondo Kasipul,1229,Kojwach,Babu,Brian  Owuor,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,246,Kabondo Kasipul,1229,Kojwach,Odhiambo,Kevin  Omondi,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,246,Kabondo Kasipul,1229,Kojwach,Ogada,Joan  Minsari,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,246,Kabondo Kasipul,1229,Kojwach,Ogado,Benard Odhiambo,Ind,Independent,IND,IND_CAW1229_01,IND_CAW1229_01
43,Homa Bay,246,Kabondo Kasipul,1229,Kojwach,Ojwang,Isaiah  Odiwuor,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
43,Homa Bay,246,Kabondo Kasipul,1229,Kojwach,Ombottoh,Humphrey Onyango,Ind,Independent,IND,IND_CAW1229_02,IND_CAW1229_02
43,Homa Bay,247,Karachuonyo,1230,West Karachuonyo,Apanja,Thomas Adipo,Ind,Independent,IND,IND_CAW1230_01,IND_CAW1230_01
43,Homa Bay,247,Karachuonyo,1230,West Karachuonyo,Kwanya,John  Okelo,Ind,Independent,IND,IND_CAW1230_02,IND_CAW1230_02
43,Homa Bay,247,Karachuonyo,1230,West Karachuonyo,Lieta,Samuel Okuta,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,247,Karachuonyo,1230,West Karachuonyo,Ndege,Elijah  Omolo,70,Green Congress Of Kenya,GCK,GCK,70
43,Homa Bay,247,Karachuonyo,1230,West Karachuonyo,Odhiambo,Ben,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,247,Karachuonyo,1230,West Karachuonyo,Odhiambo,Victor,13,Democratic Party Of Kenya,DP,DP,13
43,Homa Bay,247,Karachuonyo,1230,West Karachuonyo,Peter,John  Njira,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
43,Homa Bay,247,Karachuonyo,1230,West Karachuonyo,Rume,Fredrick Ochieng,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,247,Karachuonyo,1231,North Karachuonyo,Odhiambo,Fredrick Otieno,37,National Agenda Party Of Kenya,NAPK,NAPK,37
43,Homa Bay,247,Karachuonyo,1231,North Karachuonyo,Odongo,Daniel  Ouma,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,247,Karachuonyo,1231,North Karachuonyo,Onyango,David  Magoma,Ind,Independent,IND,IND_CAW1231_01,IND_CAW1231_01
43,Homa Bay,247,Karachuonyo,1231,North Karachuonyo,Otieno,Jacob  Oluoch,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,247,Karachuonyo,1231,North Karachuonyo,Ouma,Tobias  Elijah,33,Kenya African National Union,KANU,KANU,33
43,Homa Bay,247,Karachuonyo,1231,North Karachuonyo,Pire,Benjamin Ouma,60,Vibrant Democratic Party,VDP,VDP,60
43,Homa Bay,247,Karachuonyo,1231,North Karachuonyo,Wamunga,Paul  Ongoro,Ind,Independent,IND,IND_CAW1231_02,IND_CAW1231_02
43,Homa Bay,247,Karachuonyo,1232,Central,Adede,Tom  Oscar Odhiambo,Ind,Independent,IND,IND_CAW1232_01,IND_CAW1232_01
43,Homa Bay,247,Karachuonyo,1232,Central,Awuor,Biko  Ochieng',15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,247,Karachuonyo,1232,Central,Kasera,Kennedy Ochieng,Ind,Independent,IND,IND_CAW1232_02,IND_CAW1232_02
43,Homa Bay,247,Karachuonyo,1232,Central,Ogembo,Maurice Otieno,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,247,Karachuonyo,1232,Central,Onyango,Lazarus Ojango,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,247,Karachuonyo,1232,Central,Opiyo,Barsil  Otieno,13,Democratic Party Of Kenya,DP,DP,13
43,Homa Bay,247,Karachuonyo,1233,Kanyaluo,Nyananga,Lawrence Onyango,33,Kenya African National Union,KANU,KANU,33
43,Homa Bay,247,Karachuonyo,1233,Kanyaluo,Oballah,Tonny  Daltone,Ind,Independent,IND,IND_CAW1233_01,IND_CAW1233_01
43,Homa Bay,247,Karachuonyo,1233,Kanyaluo,Okelo,Caleb  Omogi,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,247,Karachuonyo,1233,Kanyaluo,Ongoro,Jeff  Ochieng,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,247,Karachuonyo,1234,Kibiri,Angira,Jactone Aluoch,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,247,Karachuonyo,1234,Kibiri,Mackiche Clement,Patrick Lumumba,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,247,Karachuonyo,1234,Kibiri,Odera,George Odiwuor,Ind,Independent,IND,IND_CAW1234_01,IND_CAW1234_01
43,Homa Bay,247,Karachuonyo,1234,Kibiri,Odira,Michael Onyango,Ind,Independent,IND,IND_CAW1234_02,IND_CAW1234_02
43,Homa Bay,247,Karachuonyo,1234,Kibiri,Omondi,Odiembo'H Duncan,Ind,Independent,IND,IND_CAW1234_03,IND_CAW1234_03
43,Homa Bay,247,Karachuonyo,1235,Wangchieng,Auma,Fredrick Oguta,33,Kenya African National Union,KANU,KANU,33
43,Homa Bay,247,Karachuonyo,1235,Wangchieng,Gaya,Fredrick Otieno,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
43,Homa Bay,247,Karachuonyo,1235,Wangchieng,Obuya,Victor  Omondi,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,247,Karachuonyo,1235,Wangchieng,Ochola,Benard Odongo,14,Party Of National Unity,PNU,PNU,14
43,Homa Bay,247,Karachuonyo,1235,Wangchieng,Odongo,Leonard Otieno,Ind,Independent,IND,IND_CAW1235_01,IND_CAW1235_01
43,Homa Bay,247,Karachuonyo,1235,Wangchieng,Orinda,Tobias  Owuor,Ind,Independent,IND,IND_CAW1235_02,IND_CAW1235_02
43,Homa Bay,247,Karachuonyo,1235,Wangchieng,Otieno,Julius  Amba,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,247,Karachuonyo,1236,Kendu Bay Town,Adinda,Tom  Odhiambo,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,247,Karachuonyo,1236,Kendu Bay Town,Awino,Roseline Arshley Ochuka,5,Mwangaza Tu Party,MTP,MTP,5
43,Homa Bay,247,Karachuonyo,1236,Kendu Bay Town,Maji,John   Otieno,Ind,Independent,IND,IND_CAW1236_01,IND_CAW1236_01
43,Homa Bay,247,Karachuonyo,1236,Kendu Bay Town,Oduka,Berry  Marsden,33,Kenya African National Union,KANU,KANU,33
43,Homa Bay,247,Karachuonyo,1236,Kendu Bay Town,Onditi,Joshua Ouma,73,Alternative Leadership Party Of Kenya,ALPK,ALPK,73
43,Homa Bay,247,Karachuonyo,1236,Kendu Bay Town,Opondo,Kennedy  Justice,Ind,Independent,IND,IND_CAW1236_02,IND_CAW1236_02
43,Homa Bay,247,Karachuonyo,1236,Kendu Bay Town,Otieno,George Ochieng,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,248,Rangwe,1237,West Gem,Akama,David  Onyango,Ind,Independent,IND,IND_CAW1237_01,IND_CAW1237_01
43,Homa Bay,248,Rangwe,1237,West Gem,Awino,Charles Owiti,Ind,Independent,IND,IND_CAW1237_02,IND_CAW1237_02
43,Homa Bay,248,Rangwe,1237,West Gem,Awiti,Fred   Otieno,Ind,Independent,IND,IND_CAW1237_03,IND_CAW1237_03
43,Homa Bay,248,Rangwe,1237,West Gem,Okumu,Opiyo  Joel,44,Party Of Democratic Unity,PDU,PDU,44
43,Homa Bay,248,Rangwe,1237,West Gem,Omollo,Michael Ogallo,Ind,Independent,IND,IND_CAW1237_04,IND_CAW1237_04
43,Homa Bay,248,Rangwe,1237,West Gem,Omulo,Jerry  Ouma,Ind,Independent,IND,IND_CAW1237_05,IND_CAW1237_05
43,Homa Bay,248,Rangwe,1237,West Gem,Oyugi,Odhiambo George,Ind,Independent,IND,IND_CAW1237_06,IND_CAW1237_06
43,Homa Bay,248,Rangwe,1237,West Gem,Rabongo,Clifford Oduor,Ind,Independent,IND,IND_CAW1237_07,IND_CAW1237_07
43,Homa Bay,248,Rangwe,1237,West Gem,Ware,Patrick Ogeja,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,248,Rangwe,1238,East Gem,Marembo,Kennedy Ochieng,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,248,Rangwe,1238,East Gem,Odero,John  Oluoch,Ind,Independent,IND,IND_CAW1238_01,IND_CAW1238_01
43,Homa Bay,248,Rangwe,1238,East Gem,Odhiambo,Ezra  G Odondi,Ind,Independent,IND,IND_CAW1238_02,IND_CAW1238_02
43,Homa Bay,248,Rangwe,1238,East Gem,Odock,Paul  Owade,Ind,Independent,IND,IND_CAW1238_03,IND_CAW1238_03
43,Homa Bay,248,Rangwe,1238,East Gem,Onyango,Peter,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,248,Rangwe,1238,East Gem,Oyombe,Felix  Odhiambo,Ind,Independent,IND,IND_CAW1238_04,IND_CAW1238_04
43,Homa Bay,248,Rangwe,1239,Kagan,Hamilton,Odhiambo David,Ind,Independent,IND,IND_CAW1239_01,IND_CAW1239_01
43,Homa Bay,248,Rangwe,1239,Kagan,Katho,Patrick Otieno,Ind,Independent,IND,IND_CAW1239_02,IND_CAW1239_02
43,Homa Bay,248,Rangwe,1239,Kagan,Mc'Olonde,Charles Ooko,33,Kenya African National Union,KANU,KANU,33
43,Homa Bay,248,Rangwe,1239,Kagan,Muta,Judith  Akoth,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,248,Rangwe,1239,Kagan,Obado,Ben Henry,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,248,Rangwe,1239,Kagan,Odwalo,Patrick Ouma,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
43,Homa Bay,248,Rangwe,1239,Kagan,Onyango,Philemon Onditi,Ind,Independent,IND,IND_CAW1239_03,IND_CAW1239_03
43,Homa Bay,248,Rangwe,1239,Kagan,Oyugi,Lawrence Owuor,Ind,Independent,IND,IND_CAW1239_04,IND_CAW1239_04
43,Homa Bay,248,Rangwe,1240,Kochia,Botieno,Adrians Onyando,71,National Liberal Party,NLP,NLP,71
43,Homa Bay,248,Rangwe,1240,Kochia,Malachi,David  Ambogo,Ind,Independent,IND,IND_CAW1240_01,IND_CAW1240_01
43,Homa Bay,248,Rangwe,1240,Kochia,Nyangi,Michael Ojala,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,248,Rangwe,1240,Kochia,Onditi,Hezron Okoth,Ind,Independent,IND,IND_CAW1240_02,IND_CAW1240_02
43,Homa Bay,249,Homa Bay Town,1241,Homa Bay Central,Agulo,Stephen P Odhiambo,Ind,Independent,IND,IND_CAW1241_01,IND_CAW1241_01
43,Homa Bay,249,Homa Bay Town,1241,Homa Bay Central,Ondiek,Monoflorita,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,249,Homa Bay Town,1241,Homa Bay Central,Owaga,Henry  Odiwuor,70,Green Congress Of Kenya,GCK,GCK,70
43,Homa Bay,249,Homa Bay Town,1241,Homa Bay Central,Owiyo,Denzil  Omondi,Ind,Independent,IND,IND_CAW1241_02,IND_CAW1241_02
43,Homa Bay,249,Homa Bay Town,1241,Homa Bay Central,Oyugi,Rose  Auma,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Achieng,Leonard Owuor,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Agola,Joshua Wasonga,73,Alternative Leadership Party Of Kenya,ALPK,ALPK,73
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Nombi,Michael Otieno,Ind,Independent,IND,IND_CAW1242_01,IND_CAW1242_01
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Ogillo,Dickson Onyango,Ind,Independent,IND,IND_CAW1242_02,IND_CAW1242_02
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Ojalla,Mary,Ind,Independent,IND,IND_CAW1242_03,IND_CAW1242_03
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Olot,Geofry Oyaya,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Omondi,Edwin  Travour,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Opiyo,Capis  Odhiambo,13,Democratic Party Of Kenya,DP,DP,13
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Osoro,Elphas Odongo,Ind,Independent,IND,IND_CAW1242_04,IND_CAW1242_04
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Osoro,Erick  Odongo,70,Green Congress Of Kenya,GCK,GCK,70
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Otieno,Apollo,Ind,Independent,IND,IND_CAW1242_05,IND_CAW1242_05
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Otieno,Tonny  Okoth,Ind,Independent,IND,IND_CAW1242_06,IND_CAW1242_06
43,Homa Bay,249,Homa Bay Town,1243,Homa Bay West,Achieng,Joash  Otieno,Ind,Independent,IND,IND_CAW1243_01,IND_CAW1243_01
43,Homa Bay,249,Homa Bay Town,1243,Homa Bay West,Kaumba,Tobias  Odhiambo,Ind,Independent,IND,IND_CAW1243_02,IND_CAW1243_02
43,Homa Bay,249,Homa Bay Town,1243,Homa Bay West,Nyandege,Isaac  Ouso,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,249,Homa Bay Town,1243,Homa Bay West,Obwana,Samwel Ogono,Ind,Independent,IND,IND_CAW1243_03,IND_CAW1243_03
43,Homa Bay,249,Homa Bay Town,1243,Homa Bay West,Odhiambo,Fredrick Ochieng,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,249,Homa Bay Town,1243,Homa Bay West,Ogolah,Solomon Okoth,Ind,Independent,IND,IND_CAW1243_04,IND_CAW1243_04
43,Homa Bay,249,Homa Bay Town,1243,Homa Bay West,Ogoma,Tobias  Gudu,70,Green Congress Of Kenya,GCK,GCK,70
43,Homa Bay,249,Homa Bay Town,1243,Homa Bay West,Okoth,Joseph  Odhiambo,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,249,Homa Bay Town,1244,Homa Bay East,Erick,Omollo,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,249,Homa Bay Town,1244,Homa Bay East,Ogola,Charles Otieno,70,Green Congress Of Kenya,GCK,GCK,70
43,Homa Bay,249,Homa Bay Town,1244,Homa Bay East,Oguma,George Odoyo,Ind,Independent,IND,IND_CAW1244_01,IND_CAW1244_01
43,Homa Bay,249,Homa Bay Town,1244,Homa Bay East,Okeyo,Rockefeller Odhiambo,Ind,Independent,IND,IND_CAW1244_02,IND_CAW1244_02
43,Homa Bay,249,Homa Bay Town,1244,Homa Bay East,Ouma,Philip,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
43,Homa Bay,249,Homa Bay Town,1244,Homa Bay East,Owiti,Gabriel Omondi,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,249,Homa Bay Town,1244,Homa Bay East,Raga,Kennedy Othim,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,Erick,Omuga Ouma,79,United Green Movement,UGM,UGM,79
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,Jachon'G,Charles Owuonda,Ind,Independent,IND,IND_CAW1245_01,IND_CAW1245_01
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,Odongo,Daniel  Otieno,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,Ogingo,Fred  Onyango,Ind,Independent,IND,IND_CAW1245_02,IND_CAW1245_02
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,Okello,Nixon  Odhiambo,Ind,Independent,IND,IND_CAW1245_03,IND_CAW1245_03
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,Otieno,Otio Edwin,Ind,Independent,IND,IND_CAW1245_04,IND_CAW1245_04
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,Otieno,Tasline Akoth,33,Kenya African National Union,KANU,KANU,33
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,Ouma,Ogindo Richard,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,Ramogi,Owambo Josiah,Ind,Independent,IND,IND_CAW1245_05,IND_CAW1245_05
43,Homa Bay,250,Ndhiwa,1246,Kanyadoto,Agawo,Lentana Adoto Apopo,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,250,Ndhiwa,1246,Kanyadoto,Ambwaro,Martin Owino,70,Green Congress Of Kenya,GCK,GCK,70
43,Homa Bay,250,Ndhiwa,1246,Kanyadoto,Otege,Lameck Onyango,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,250,Ndhiwa,1246,Kanyadoto,Owuor,Lawrence Obonyo,79,United Green Movement,UGM,UGM,79
43,Homa Bay,250,Ndhiwa,1247,Kanyikela,Kasera,Wanjala Sylvance,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,250,Ndhiwa,1247,Kanyikela,Kiasa,John   Otieno,Ind,Independent,IND,IND_CAW1247_01,IND_CAW1247_01
43,Homa Bay,250,Ndhiwa,1247,Kanyikela,Ogol,Tom  Odhiambo,Ind,Independent,IND,IND_CAW1247_02,IND_CAW1247_02
43,Homa Bay,250,Ndhiwa,1247,Kanyikela,Okeyo,Michael Akech,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,250,Ndhiwa,1247,Kanyikela,Omondi,Wycliffe  Ouyu,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,250,Ndhiwa,1247,Kanyikela,Onyango,Daniel  Mboya,Ind,Independent,IND,IND_CAW1247_03,IND_CAW1247_03
43,Homa Bay,250,Ndhiwa,1247,Kanyikela,Otieno,Felix  Okoth,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
43,Homa Bay,250,Ndhiwa,1248,Kabuoch North,Khiri,Kakhiri Boaz,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,250,Ndhiwa,1248,Kabuoch North,Liech,David  Odhiambo,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,250,Ndhiwa,1248,Kabuoch North,Obudho,Victor  Otieno,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
43,Homa Bay,250,Ndhiwa,1248,Kabuoch North,Odhiambo,Charles Odhiambo,Ind,Independent,IND,IND_CAW1248_01,IND_CAW1248_01
43,Homa Bay,250,Ndhiwa,1248,Kabuoch North,Odhiambo,Otieno  Lovis,79,United Green Movement,UGM,UGM,79
43,Homa Bay,250,Ndhiwa,1248,Kabuoch North,Okello,George Ochieng,Ind,Independent,IND,IND_CAW1248_02,IND_CAW1248_02
43,Homa Bay,250,Ndhiwa,1249,Kabuoch South/Pala,Adongo,Walter Otieno,Ind,Independent,IND,IND_CAW1249_01,IND_CAW1249_01
43,Homa Bay,250,Ndhiwa,1249,Kabuoch South/Pala,Kawaka,Loice  Akoth,Ind,Independent,IND,IND_CAW1249_02,IND_CAW1249_02
43,Homa Bay,250,Ndhiwa,1249,Kabuoch South/Pala,Mola,Edward Omondi,Ind,Independent,IND,IND_CAW1249_03,IND_CAW1249_03
43,Homa Bay,250,Ndhiwa,1249,Kabuoch South/Pala,Odhach,Alex  Ouma,15,United Democratic Alliance,UDA,UDA,15
43,Homa Bay,250,Ndhiwa,1249,Kabuoch South/Pala,Onyango,Otigo  Alfred,Ind,Independent,IND,IND_CAW1249_04,IND_CAW1249_04
43,Homa Bay,250,Ndhiwa,1249,Kabuoch South/Pala,Ouma,George Odero,33,Kenya African National Union,KANU,KANU,33
43,Homa Bay,250,Ndhiwa,1249,Kabuoch South/Pala,Ouma,Oscar  Oluoch,21,Orange Democratic Movement,ODM,ODM,21
43,Homa Bay,250,Ndhiwa,1250,Kanyamwa Kologi,Abuor,Michael Omungu,29,National Rainbow Coalition,NARC,NARC,29
43,Homa Bay,250,Ndhiwa,1250,Kanyamwa Kologi,Gaa,Roy Odhul,79,United Green Movement,UGM,UGM,79
43,Homa Bay,250,Ndhiwa,1250,Kanyamwa Kologi,Jaoko,Millicent Akoth,Ind,Independent,IND,IND_CAW1250_01,IND_CAW1250_01
